stripe_degree,rows,operator,worker_index,wall_ms_p50,source,physical_device
8,4,expert_worker_ms,3,0.5437,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,4,expert_worker_ms,4,0.5394,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,4,expert_worker_ms,5,0.5394,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,4,expert_worker_ms,6,0.5383,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,4,expert_worker_ms,7,0.5362,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,4,routed_norm_ms,shared,0.0313,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,4,latent_up_shared_worker_ms,0,0.275,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,4,latent_up_shared_worker_ms,1,0.2777,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,4,latent_up_shared_worker_ms,2,0.2766,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,4,latent_up_shared_worker_ms,3,0.2773,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,4,latent_up_shared_worker_ms,4,0.2738,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,4,latent_up_shared_worker_ms,5,0.2669,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,4,latent_up_shared_worker_ms,6,0.2641,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,4,latent_up_shared_worker_ms,7,0.2683,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,4,dense_worker_ms,0,0.6649,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,4,dense_worker_ms,1,0.6686,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,4,dense_worker_ms,2,0.6606,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,4,dense_worker_ms,3,0.666,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,4,dense_worker_ms,4,0.6692,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,4,dense_worker_ms,5,0.6676,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,4,dense_worker_ms,6,0.671,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,4,dense_worker_ms,7,0.6642,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,4,layer_finalize_ms,shared,0.00805,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,4,endpoint_worker_ms,0,1.7416,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,4,endpoint_worker_ms,1,1.7363,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,4,endpoint_worker_ms,2,1.7228,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,4,endpoint_worker_ms,3,1.7268,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,4,endpoint_worker_ms,4,1.727,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,4,endpoint_worker_ms,5,1.7197,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,4,endpoint_worker_ms,6,1.7391,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,4,endpoint_worker_ms,7,1.7163,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,4,embedding_ms,shared,0.0092,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,4,hidden_pair_reduce_ms,shared,0.0161,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
8,4,latent_pair_reduce_ms,shared,0.0155,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,degree,shared,16,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,rows,shared,1,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,kda_common_ms,shared,0.09609999999999999,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,kda_worker_ms,0,0.2521,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,kda_worker_ms,1,0.2513,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,kda_worker_ms,2,0.255,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,kda_worker_ms,3,0.2364,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,kda_worker_ms,4,0.2447,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,kda_worker_ms,5,0.2374,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,kda_worker_ms,6,0.2639,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,kda_worker_ms,7,0.235,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,kda_worker_ms,8,0.2435,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,kda_worker_ms,9,0.2533,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,kda_worker_ms,10,0.2569,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,kda_worker_ms,11,0.256,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,kda_worker_ms,12,0.2352,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,kda_worker_ms,13,0.2429,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,kda_worker_ms,14,0.2578,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,kda_worker_ms,15,0.2517,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,mla_common_ms,shared,0.1127,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,mla_worker_ms,0,0.1977,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,mla_worker_ms,1,0.2024,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,mla_worker_ms,2,0.2015,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,mla_worker_ms,3,0.1953,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,mla_worker_ms,4,0.1947,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,mla_worker_ms,5,0.1958,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,mla_worker_ms,6,0.1962,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,mla_worker_ms,7,0.1964,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,mla_worker_ms,8,0.1958,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,mla_worker_ms,9,0.1983,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,mla_worker_ms,10,0.1955,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,mla_worker_ms,11,0.1855,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,mla_worker_ms,12,0.1953,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,mla_worker_ms,13,0.1834,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,mla_worker_ms,14,0.1929,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,mla_worker_ms,15,0.1971,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,moe_pre_ms,shared,0.4812,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,latent_down_worker_ms,0,0.0418,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,latent_down_worker_ms,1,0.0411,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,latent_down_worker_ms,2,0.0388,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,latent_down_worker_ms,3,0.0395,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,latent_down_worker_ms,4,0.0412,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,latent_down_worker_ms,5,0.0399,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,latent_down_worker_ms,6,0.0415,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,latent_down_worker_ms,7,0.0373,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,latent_down_worker_ms,8,0.0381,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,latent_down_worker_ms,9,0.039,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,latent_down_worker_ms,10,0.0378,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,latent_down_worker_ms,11,0.0526,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,latent_down_worker_ms,12,0.043,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,latent_down_worker_ms,13,0.052,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,latent_down_worker_ms,14,0.0413,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,latent_down_worker_ms,15,0.0365,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,expert_worker_ms,0,0.109,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,expert_worker_ms,1,0.1082,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,expert_worker_ms,2,0.1094,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,expert_worker_ms,3,0.109,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,expert_worker_ms,4,0.117,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,expert_worker_ms,5,0.1145,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,expert_worker_ms,6,0.1157,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,expert_worker_ms,7,0.1148,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,expert_worker_ms,8,0.1124,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,expert_worker_ms,9,0.1148,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,expert_worker_ms,10,0.1143,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,expert_worker_ms,11,0.1146,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,expert_worker_ms,12,0.1145,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,expert_worker_ms,13,0.1154,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,expert_worker_ms,14,0.1146,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,expert_worker_ms,15,0.116,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,routed_norm_ms,shared,0.0309,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,latent_up_shared_worker_ms,0,0.1325,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,latent_up_shared_worker_ms,1,0.1338,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,latent_up_shared_worker_ms,2,0.1397,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,latent_up_shared_worker_ms,3,0.1401,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,latent_up_shared_worker_ms,4,0.1457,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,latent_up_shared_worker_ms,5,0.1371,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,latent_up_shared_worker_ms,6,0.1355,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,latent_up_shared_worker_ms,7,0.1303,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,latent_up_shared_worker_ms,8,0.1386,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,latent_up_shared_worker_ms,9,0.1354,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,latent_up_shared_worker_ms,10,0.1335,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,latent_up_shared_worker_ms,11,0.1421,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,latent_up_shared_worker_ms,12,0.1491,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,latent_up_shared_worker_ms,13,0.134,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,latent_up_shared_worker_ms,14,0.1353,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,latent_up_shared_worker_ms,15,0.1373,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,dense_worker_ms,0,0.1822,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,dense_worker_ms,1,0.1578,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,dense_worker_ms,2,0.14,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,dense_worker_ms,3,0.1525,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,dense_worker_ms,4,0.1476,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,dense_worker_ms,5,0.1464,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,dense_worker_ms,6,0.1407,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,dense_worker_ms,7,0.152,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,dense_worker_ms,8,0.152,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,dense_worker_ms,9,0.1499,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,dense_worker_ms,10,0.1496,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,dense_worker_ms,11,0.1479,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,dense_worker_ms,12,0.1531,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,dense_worker_ms,13,0.1888,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,dense_worker_ms,14,0.1515,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,dense_worker_ms,15,0.1476,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,layer_finalize_ms,shared,0.00755,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,endpoint_worker_ms,0,0.2651,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,endpoint_worker_ms,1,0.3133,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,endpoint_worker_ms,2,0.2685,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,endpoint_worker_ms,3,0.2844,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,endpoint_worker_ms,4,0.2649,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,endpoint_worker_ms,5,0.2701,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,endpoint_worker_ms,6,0.2609,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,endpoint_worker_ms,7,0.3091,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,endpoint_worker_ms,8,0.2783,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,endpoint_worker_ms,9,0.2663,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,endpoint_worker_ms,10,0.2659,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,endpoint_worker_ms,11,0.2835,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,endpoint_worker_ms,12,0.2722,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,endpoint_worker_ms,13,0.2583,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,endpoint_worker_ms,14,0.2623,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,endpoint_worker_ms,15,0.2729,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,embedding_ms,shared,0.0089,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,hidden_pair_reduce_ms,shared,0.0151,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,1,latent_pair_reduce_ms,shared,0.0168,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,2,degree,shared,16,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,2,rows,shared,2,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,2,kda_common_ms,shared,0.10930000000000001,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,2,kda_worker_ms,0,0.3254,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,2,kda_worker_ms,1,0.3225,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,2,kda_worker_ms,2,0.3227,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,2,kda_worker_ms,3,0.3182,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
16,2,kda_worker_ms,4,0.3186,RTX 5090 post-fusion physical worker services: refreshed attention/projection/shared/endpoint/reduction plus exact grouped top-16 experts,RTX 5090 SM120
